"original_title","date_published","genre","duration","country","language_1","director","writer","actors","description","avg_vote","votes","budget","worlwide_gross_income","reviews_from_users","profit","profit_norm","votes_norm","reviews_norm","avg_vote_norm","age","success","success_norm"
"Swiss Army Man",2016-07-01,"Comedy, Drama, Fantasy",97,"USA, Sweden","English","Dan Kwan, Daniel Scheinert","Daniel Scheinert, Dan Kwan","Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero, Timothy Eulich, Richard Gross, Marika Casteel, Andy Hull, Aaron Marshall, Shane Carruth","A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.",7,103006,3e+06,4935501,377,1935501,0.000736665371130006,0.0215387754691205,0.0145450995704803,0.166666666666667,4,0.202099365729721,0.0694082065894457
"The Lego Batman Movie",2017-02-09,"Animation, Action, Comedy",104,"USA, Denmark","English","Chris McKay","Seth Grahame-Smith, Chris McKenna","Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes, Siri, Zach Galifianakis, Jenny Slate, Jason Mantzoukas, Conan O'Brien, Doug Benson, Billy Dee Williams, Zoë Kravitz, Kate Micucci, Riki Lindhome, Eddie Izzard","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",7.3,128222,8e+07,311950384,327,231950384,0.090819015171299,0.0330756567960814,0.00966419367434596,0.291666666666667,3,0.423980682294691,0.147151798488306
"Fantastic Beasts: The Crimes of Grindelwald",2018-11-15,"Adventure, Family, Fantasy",134,"UK, USA","English","David Yates","J.K. Rowling, J.K. Rowling","Johnny Depp, Kevin Guthrie, Carmen Ejogo, Wolf Roth, Eddie Redmayne, Zoë Kravitz, Callum Turner, Derek Riddell, Cornell John, Ezra Miller, Ingvar Sigurdsson, Poppy Corby-Tuech, Andrew Turner, Maja Bloom, Simon Meacock","The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",6.6,209744,2e+08,654855901,1474,454855901,0.178117073857273,0.0703737865365839,0.121632174931667,0,2,0.366358212551637,0.126961825572778
"Captain Marvel",2019-03-06,"Action, Adventure, Sci-Fi",123,"USA, Australia","English","Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck","Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law, Annette Bening, Djimon Hounsou, Lee Pace, Lashana Lynch, Gemma Chan, Clark Gregg, Rune Temte, Algenis Perez Soto, Mckenna Grace, Akira Akbar, Matthew Maher","Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.",6.9,422676,1.6e+08,1128276090,7207,968276090,0.379191441118834,0.167794916561665,0.681276844982429,0.125,1,1.34485655155853,0.469811673046032
"Avengers: Infinity War",2018-04-25,"Action, Adventure, Sci-Fi",149,"USA","English","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Don Cheadle, Benedict Cumberbatch, Tom Holland, Chadwick Boseman, Zoe Saldana, Karen Gillan, Tom Hiddleston, Paul Bettany, Elizabeth Olsen, Anthony Mackie","The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.",8.4,796486,3.21e+08,2048359754,4273,1727359754,0.676476726558568,0.338821312850977,0.394865286997267,0.75,2,2.14577731464508,0.750441236240876
"Avengers: Endgame",2019-04-24,"Action, Adventure, Drama",181,"USA","English","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Benedict Cumberbatch, Chadwick Boseman, Brie Larson, Tom Holland, Karen Gillan, Zoe Saldana, Evangeline Lilly","A young genius frantically races against time to crack an enemy code and solve the mystery surrounding the woman he loves.",8.4,754786,3.56e+08,2797800564,8869,2441800564,0.956278216438403,0.319742634577885,0.843518156969934,0.75,1,2.85802157440654,1
"Don't Breathe",2016-09-08,"Crime, Horror, Thriller",88,"USA, Hungary","English","Fede Alvarez","Fede Alvarez, Rodo Sayagues","Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto, Emma Bercovici, Franciska Töröcsik, Christian Zagia, Katia Bokor, Sergej Onopko, Olivia Gillies, Dayna Clark, Athos, Astor, Nomad","Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.",7.1,212761,9900000,157830487,651,147930487,0.0579137107274637,0.0717541311972534,0.0412924638812964,0.208333333333333,4,0.374945693174787,0.129970738622968
"13 Hours",2016-03-31,"Action, Drama, War",144,"Malta, Morocco, USA","English","Michael Bay","Chuck Hogan, Mitchell Zuckoff","John Krasinski, James Badge Dale, Pablo Schreiber, David Denman, Dominic Fumusa, Max Martini, Alexia Barlier, David Costabile, Payman Maadi, Matt Letscher, Toby Stephens, Demetrius Grosse, David Giuntoli, Kevin Kent, David Furr","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",7.3,115037,5e+07,69411370,365,19411370,0.00758086311949888,0.0270432257881507,0.013373682155408,0.291666666666667,4,0.338109941270357,0.117064092368653
"The Gift",2016-03-03,"Drama, Mystery, Thriller",108,"USA, Australia, China","English","Joel Edgerton","Joel Edgerton","Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman, Tim Griffin, Busy Philipps, Adam Lazarre-White, Beau Knapp, Wendell Pierce, Mirrah Foulkes, Nash Edgerton, David Denman, Katie Aselton, David Joseph Craig, Susan May Pratt","A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.",7,135834,5e+06,58980521,417,53980521,0.0211194233729102,0.0365583162448769,0.0184498242873877,0.166666666666667,4,0.240678532859062,0.0829257170834995
"Jason Bourne",2016-09-01,"Action, Thriller",123,"USA, China","English","Paul Greengrass","Paul Greengrass, Christopher Rouse","Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel, Julia Stiles, Riz Ahmed, Ato Essandoh, Scott Shepherd, Bill Camp, Vinzenz Kiefer, Stephen Kunken, Ben Stylianou, Kaya Yuzuki, Matthew O'Neill, Lizzie Phillips","The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.",6.6,203948,1.2e+08,415484914,697,295484914,0.115701490953744,0.0677219875133025,0.0457828973057399,0,4,0.224840803279746,0.0773764351336678
"Molly's Game",2018-04-19,"Biography, Crime, Drama",140,"China, Canada, USA","English","Aaron Sorkin","Aaron Sorkin, Molly Bloom","Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, J.C. MacKenzie, Brian d'Arcy James, Bill Camp, Graham Greene, Justin Kirk, Angela Gots, Natalie Krill, Stephanie Herfield, Madison McKinley","The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",7.4,133677,3e+07,59284015,366,29284015,0.0114473566643661,0.0355714407284486,0.0134713002733307,0.333333333333334,2,0.392861808626895,0.136248253060348
"Widows",2018-11-15,"Crime, Drama, Thriller",129,"UK, USA","English","Steve McQueen","Gillian Flynn, Steve McQueen","Viola Davis, Liam Neeson, Jon Bernthal, Manuel Garcia-Rulfo, Coburn Goss, Michelle Rodriguez, Alejandro Verdin, Bailey Rhyse Walters, Elizabeth Debicki, Carrie Coon, Robert Duvall, Colin Farrell, Molly Kunz, James Vincent Meredith, Brian Tyree Henry","Four women with nothing in common except a debt left behind by their dead husbands' criminal activities take fate into their own hands and conspire to forge a future on their own terms.",6.9,82616,4.2e+07,75984700,584,33984700,0.013288319061875,0.0122098965725177,0.0347520499804764,0.125,2,0.184329443133438,0.0631819157426668
"The VVitch: A New-England Folktale",2016-08-18,"Drama, Horror, Mystery",92,"Canada, USA","English","Robert Eggers","Robert Eggers","Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Julian Richings, Bathsheba Garnett, Sarah Stephens, Daniel Malik, Axtun Henry Dube, Athan Conrad Dube, Viv Moore, Karen Kaeja, Brandy Leary","A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession.",6.9,189052,4e+06,40423945,997,36423945,0.0142436177732993,0.060906735917236,0.0750683326825459,0.125,4,0.269988876042321,0.0931955829475213
"Kubo and the Two Strings",2016-11-03,"Animation, Action, Adventure",101,"USA, Japan","English","Travis Knight","Marc Haimes, Chris Butler","Art Parkinson, Charlize Theron, Brenda Vaccaro, Cary-Hiroyuki Tagawa, Meyrick Murphy, George Takei, Rooney Mara, Ralph Fiennes, Matthew McConaughey, Minae Noji, Alpha Takahashi, Laura Miro, Ken Takemoto, Aaron Aoki, Luke Donaldson","A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.",7.8,115075,6e+07,76249438,287,16249438,0.00634253340468496,0.0270606116340591,0.0057594689574385,0.5,4,0.537900303204202,0.187067374321247
"John Wick: Chapter 2",2017-03-16,"Action, Crime, Thriller",122,"USA, Italy, Hong Kong, Canada","English","Chad Stahelski","Derek Kolstad, Derek Kolstad","Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose, Common, Claudia Gerini, Lance Reddick, Laurence Fishburne, Tobias Segal, John Leguizamo, Bridget Moynahan, Thomas Sadoski, Erik Frandsen, David Patrick Kelly, Perry Yung","After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",7.5,352050,4e+07,173418558,871,133418558,0.0522303016914787,0.135481949374247,0.0627684498242874,0.375,3,0.619706417418211,0.215730901547179
"Paddington 2",2017-11-09,"Adventure, Comedy, Family",103,"UK, France, USA, China, Canada","English","Paul King","Paul King, Simon Farnaby","Michael Gambon, Imelda Staunton, Ben Whishaw, Madeleine Harris, Samuel Joslin, Sally Hawkins, Hugh Bonneville, Julie Walters, Marie-France Alvarez, Sanjeev Bhaskar, Ben Miller, Jessica Hynes, Robbie Gee, Nicholas Woodeson, Alex Jordan","Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.",7.8,58049,4e+07,227978645,244,187978645,0.0735980531089453,0.000969947192780665,0.00156188988676298,0.5,3,0.57605614736093,0.200436559354943
"Gifted",2017-11-01,"Drama",101,"USA","English","Marc Webb","Tom Flynn","Chris Evans, Mckenna Grace, Lindsay Duncan, Octavia Spencer, Jenny Slate, Michael Kendall Kaplan, John M. Jackson, Glenn Plummer, John Finn, Elizabeth Marvel, Candace B. Harris, Jon Sklaroff, Jona Xiao, Julie Ann Emery, Keir O'Donnell","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",7.6,95816,7e+06,43069254,252,36069254,0.0141047076370671,0.0182491904143596,0.00234283483014447,0.416666666666667,3,0.45076363182267,0.156536106866255
"Frozen II",2019-11-27,"Animation, Adventure, Comedy",103,"USA","English","Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Sterling K. Brown, Evan Rachel Wood, Alfred Molina, Martha Plimpton, Jason Ritter, Rachel Matthews, Jeremy Sisto, Ciarán Hinds, Alan Tudyk, Hadley Gannaway, Mattea Conforti","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",6.9,122760,1.5e+08,1450026933,1302,1300026933,0.509117361980342,0.030576670207889,0.104841858648965,0.125,1,0.768195113323762,0.267758917041195
"Overlord",2018-11-08,"Action, Adventure, Horror",110,"USA, Canada","English","Julius Avery","Billy Ray, Mark L. Smith","Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk, John Magaro, Iain De Caestecker, Jacob Anderson, Dominic Applewhite, Gianny Taufer, Joseph Quinn, Bokeem Woodbine, Erich Redman, Mark McKenna, Hayley Carmichael, Marc Rissmann","A small group of American soldiers find horror behind enemy lines on the eve of D-Day.",6.6,80870,3.8e+07,41657844,725,3657844,0.00141119869948803,0.0114110627052559,0.0485162046075752,0,2,0.0601634215552048,0.0196761683515534
"Nocturnal Animals",2016-11-17,"Drama, Thriller",116,"USA","English","Tom Ford","Tom Ford, Austin Wright","Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson, Isla Fisher, Ellie Bamber, Armie Hammer, Karl Glusman, Robert Aramayo, Laura Linney, Andrea Riseborough, Michael Sheen, Bobbi Salvör Menuez, Imogen Waterhouse, Franco Vega","A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.",7.5,229418,22500000,30311857,670,7811857,0.00303806408863092,0.0793750794944928,0.0431472081218274,0.375,4,0.4958479560274,0.172332918225909
"Darkest Hour",2018-01-18,"Biography, Drama, History",125,"UK, USA","English","Joe Wright","Anthony McCarten","Gary Oldman, Kristin Scott Thomas, Ben Mendelsohn, Lily James, Ronald Pickup, Stephen Dillane, Nicholas Jones, Samuel West, David Schofield, Richard Lumsden, Malcolm Storry, Hilton McRae, Benjamin Whitrow, Joe Armstrong, Adrian Rawlins","In May 1940, the fate of World War II hangs on",7.4,165715,3e+07,153129891,634,123129891,0.0482008785185815,0.0502295389182161,0.0396329558766107,0.333333333333334,2,0.469634696944882,0.163148220081874
"Patriots Day",2017-04-20,"Action, Crime, Drama",133,"Hong Kong, USA","English","Peter Berg","Peter Berg, Matt Cook","Mark Wahlberg, Dicky Eklund Jr., Michael Marchand, Rhet Kidd, John Goodman, Frank Czarnowski, Christopher O'Shea, Rachel Brosnahan, Jake Picking, Lana Condor, Jerry Dwyer Jr., Patrick Wensing, Michael Chuah, Sang-bae Kim, Michelle Monaghan","The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.",7.4,87984,4.5e+07,52185751,265,7185751,0.0027928577829851,0.0146658760682001,0.0036118703631394,0.333333333333334,3,0.353871576001114,0.122586711925528
"Christopher Robin",2018-08-30,"Comedy, Drama, Family",104,"UK, USA","English","Marc Forster","A.A. Milne, Ernest Shepard","Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Oliver Ford Davies, Ronke Adekoluejo, Adrian Scarborough, Roger Ashton-Griffiths, Ken Nwosu, John Dagleish, Amanda Lawrence, Orton O'Brien, Katy Carmichael, Tristan Sturrock, Jasmine-Simone Charles","A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",7.3,65938,7.5e+07,197744377,597,122744377,0.0480498969536152,0.00457934030780268,0.0360210855134713,0.291666666666667,2,0.379520902660747,0.131573817352781
"The Fate of the Furious",2017-04-13,"Action, Adventure, Crime",136,"China, USA, Japan","English","F. Gary Gray","Gary Scott Thompson, Chris Morgan","Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson, Ludacris, Charlize Theron, Kurt Russell, Nathalie Emmanuel, Luke Evans, Elsa Pataky, Kristofer Hivju, Scott Eastwood, Patrick St. Esprit, Janmarco Santiago","When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",6.7,199388,2.5e+08,1236005118,600,986005118,0.386134785310666,0.0656356860043025,0.0363139398672394,0.0416666666666669,3,0.526781671270092,0.183171587163765
"Spider-Man: Into the Spider-Verse",2018-12-25,"Animation, Action, Adventure",117,"USA","English","Bob Persichetti, Peter Ramsey","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry, Lily Tomlin, Luna Lauren Velez, Zoë Kravitz, John Mulaney, Kimiko Glenn, Nicolas Cage, Kathryn Hahn, Liev Schreiber, Chris Pine, Natalie Morales","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",8.4,335892,9e+07,375540831,1828,285540831,0.111807019641433,0.128089304685119,0.156188988676298,0.75,2,1.14051122881929,0.398212407170807
"Kingsman: The Golden Circle",2017-09-21,"Action, Adventure, Comedy",141,"UK, USA","English","Matthew Vaughn","Jane Goldman, Matthew Vaughn","Taron Egerton, Edward Holcroft, Gordon Alexander, Mark Strong, Hanna Alström, Calvin Demba, Thomas Turgoose, Tobi Bakare, Julianne Moore, Keith Allen, Tom Benedict Knight, Colin Firth, Michael Gambon, Sophie Cookson, Björn Granath","After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.",6.7,262328,1.04e+08,410902662,693,306902662,0.120173104076561,0.0944321370956304,0.0453924248340492,0.0416666666666669,3,0.297591772616704,0.102867187387803
